,person_ctry_code,year,total,B60L,H01M,F03D,H01L,RTA_B60L,RTA_H01M,RTA_F03D,RTA_H01L
132,KR,2005,318559.295876,196.121155364,4253.17504121,139.308333333,32782.9248071,0.250374039834,0.605619141302,0.10834280211,1.00264468692
133,KR,2008,451345.126819,408.858266595,6724.18413171,551.353968254,44215.1324222,0.368399610066,0.675783305641,0.302646040876,0.954446993502
134,KR,2011,442987.400183,1019.70429759,7399.71389615,1477.4672619,34593.7178558,0.93613398582,0.757705036038,0.826303786066,0.760843802065
135,LT,1999,372.691525142,0.0,0.0,0.5,0.9,0.0,0.0,0.33237912271,0.0235278712108
136,LT,2002,297.876984127,0.0,1.0,1.6,1.12142857143,0.0,0.152278878977,1.33074941691,0.0366795763184
137,LT,2005,371.565295815,0.0,0.0,1.0,2.66561771562,0.0,0.0,0.666773154345,0.069896006627
138,LT,2008,344.028203083,0.0,0.166666666667,4.0,6.41666666667,0.0,0.0219751233617,2.88057504723,0.181720981585
139,LT,2011,421.298665224,0.166666666667,0.333333333333,7.66666666667,7.47175736961,0.160884351013,0.0358893242571,4.50847585501,0.172791477973
140,LU,1999,1986.58714341,0.5,22.6027777778,0.0,5.39781746032,0.102356993342,0.516096381232,0.0,0.0264728205201
141,LU,2002,2387.80873571,0.0,18.2860956504,1.19791666667,9.34444444444,0.0,0.347374607924,0.124291182716,0.0381279619509
142,LU,2005,2207.63318334,0.0,14.5341269841,2.20833333333,5.61984126984,0.0,0.298633590645,0.247828338076,0.0248020042642
143,LU,2008,2414.72980353,0.283333333333,17.0222222222,7.4375,26.1472222222,0.0477182232995,0.319760145353,0.763082838318,0.105498590541
144,LU,2011,2401.76649761,1.52222222222,10.9114285714,24.8798611111,18.2498488284,0.257752218334,0.20607601647,2.56643588506,0.0740317696393
145,LV,1999,468.40952381,0.0,4.5,3.0,0.0,0.0,0.435776108503,1.5867510271,0.0
146,LV,2002,463.818082159,0.5,2.0,22.0,0.0,0.43840698505,0.195595536098,11.7513633579,0.0
147,LV,2005,367.702402508,1.5,0.0,10.0,0.0,1.6590135307,0.0,6.73777931953,0.0
148,LV,2008,330.306583694,0.0,0.0,9.0,1.025,0.0,0.0,6.75054022262,0.0302340465351
149,LV,2011,252.310968125,0.0,0.0,7.0,2.41666666667,0.0,0.0,6.87345605004,0.0933190402976
150,MT,1999,66.9833333333,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.00969687120057
151,MT,2002,134.183333333,0.0,0.0833333333333,0.0,0.429166666667,0.0,0.0281706453956,0.0,0.0311614062816
152,MT,2005,145.4,0.0,6.08333333333,0.0,0.0,0.0,1.89781478952,0.0,0.0
153,MT,2008,331.603968254,0.0,7.47428571429,0.2,6.97619047619,0.0,1.02241354742,0.149425090201,0.204969033313
154,MT,2011,279.792482517,0.0,0.8,0.5,2.60714285714,0.0,0.129697189311,0.442738421896,0.090785905393
155,MX,1999,1115.05800866,0.05,3.3125,0.0,3.17333333333,0.0182359200537,0.134751945738,0.0,0.027727318706
156,MX,2002,2143.15128176,0.0,4.69444444444,2.0,5.82857142857,0.0,0.0993591790994,0.231201377565,0.0264971361168
157,MX,2005,2875.47804916,1.5,13.1428571429,0.0,3.3739729225,0.21214672851,0.207327232179,0.0,0.0114319726879
158,MX,2008,3753.04893024,0.392857142857,9.28253968254,8.8,11.7872685185,0.0425701875747,0.112191306913,0.5809138028,0.0305998003177
159,MX,2011,4618.67475105,4.0,5.80555555556,17.7095959596,27.8567927443,0.352206809046,0.0570168242884,0.949958259017,0.0587629208929
160,NL,1999,50665.5577433,10.1858974359,145.499380203,39.2,802.914361806,0.0817601364339,0.130264157401,0.191684276154,0.154399553591
161,NL,2002,65366.4163399,18.7474747475,233.555020315,73.8,1890.93392559,0.116638852405,0.162073178876,0.279714471617,0.281845639317
162,NL,2005,72613.2728515,8.29920634921,177.480217698,66.369047619,2367.79016682,0.0464810240361,0.110869109697,0.226445045941,0.317699727805
163,NL,2008,63868.6317847,5.94388232375,158.668987236,100.256702742,2117.25355478,0.0378475460959,0.11268887837,0.388900995423,0.322979456967
164,NL,2011,43629.4930376,25.875,87.4504695767,146.511507937,1538.21228904,0.24118779569,0.0909198265148,0.831964550505,0.343499217459
165,PL,1999,11202.7149304,6.625,22.2055555556,18.5,41.9441224273,0.240501469477,0.0899114450136,0.409130346411,0.0364785418011
166,PL,2002,10322.2419908,5.125,21.7708333333,27.8666666667,44.5232435865,0.201917969345,0.0956704101788,0.66884307747,0.0420244851487
167,PL,2005,9658.13772732,5.8125,16.8797619048,34.5833333333,35.0598933559,0.244751131454,0.079277426085,0.887128857052,0.035367701658
168,PL,2008,9685.50549212,5.66666666667,40.1825396825,44.675,49.6380632595,0.237936194588,0.188187905964,1.14276128703,0.0499323698201
169,PL,2011,13935.3853877,16.7763888889,62.7466269841,122.861111111,77.9724494024,0.489592366178,0.2042433947,2.18428198984,0.0545144751801
170,PT,1999,908.911940837,0.0,1.33333333333,6.63333333333,1.9476010101,0.0,0.06654164711,1.80810339952,0.0208769871581
171,PT,2002,1253.02396492,0.0,0.171428571429,7.0,12.4160897436,0.0,0.00620583819428,1.38405042433,0.0965417368336
172,PT,2005,1458.54925777,0.833333333333,4.10476190476,0.833333333333,10.5408730159,0.232355410611,0.127656663613,0.141550335614,0.0704117474932
173,PT,2008,2312.0356985,5.33333333333,4.33333333333,16.7666666667,17.6938492063,0.938122017836,0.0850166878465,1.7966581217,0.074561979319
174,PT,2011,2098.71668405,2.33333333333,8.28958333333,20.1333333333,47.7624428812,0.452145389576,0.179165962068,2.3767041195,0.221728928493
175,RO,1999,2527.6981203,5.0,6.5,6.5,6.96666666667,0.804451628847,0.116644635503,0.637090899127,0.0268527932384
176,RO,2002,1745.62344877,5.91666666667,3.0,4.25,9.95376984127,1.37842033725,0.0779555978945,0.603186500026,0.0555554499417
177,RO,2005,1434.33493059,9.41666666667,6.4,7.0,18.9932539683,2.66994158085,0.202397907484,1.20909580696,0.129014475885
178,RO,2008,1728.43605908,8.75,4.60800865801,23.4666666667,32.3734870685,2.05877967195,0.120930705774,3.36365415769,0.182484425761
179,RO,2011,3388.16356345,7.65,9.60330687831,44.25,50.3484646835,0.918231535462,0.128568050494,3.23565461542,0.144780978024
180,RU,1999,5740.50270938,2.125,17.5040309106,12.2848484848,81.8430442413,0.150544240382,0.138313561562,0.530191948529,0.138906155256
181,RU,2002,18689.8245751,21.7833333333,58.2123226269,45.8333333333,144.331679536,0.473995532802,0.141281833305,0.607560412697,0.0752395314404
182,RU,2005,60385.1289085,65.9409090909,199.964671301,144.166666667,426.573871733,0.444099279919,0.150210362786,0.591490957085,0.0688262162943
183,RU,2008,69990.961854,84.4686868687,244.488649892,210.327777778,590.386485597,0.490804931131,0.158450407201,0.744505518962,0.0821833968294
184,RU,2011,69118.9586391,97.7,214.954811207,209.7,576.351434558,0.574847323863,0.14106738083,0.751647979139,0.0812418555554
185,SA,1999,170.572222222,0.0,0.0,0.0,0.19212962963,0.0,0.0,0.0,0.0109742709876
186,SA,2002,322.07979798,0.0,1.04395604396,0.666666666667,1.56071428571,0.0,0.147026407964,0.512812385606,0.0472116917004
187,SA,2005,458.603571429,0.0,0.0,0.0,0.463888888889,0.0,0.0,0.0,0.00985521673803
188,SA,2008,677.105808545,0.0,3.69583333333,0.2,3.86527777778,0.0,0.24758963404,0.0731790397334,0.0556178008207
189,SA,2011,1304.97627123,0.0,2.79305555556,0.0,11.9883730159,0.0,0.0970853227037,0.0,0.089504995403
190,SE,1999,56378.500445,15.3023310023,75.7828754579,35.7111111111,655.068224262,0.110382241289,0.060972524757,0.156928958595,0.113204229996
191,SE,2002,55439.6493777,3.61392675951,137.957702387,85.133015873,469.983766781,0.0265102612988,0.112876126356,0.380444047834,0.0825946704476
192,SE,2005,48468.0389106,6.91604090354,82.1125969619,33.4773809524,234.944755249,0.05803062417,0.0768477150642,0.17112335114,0.0472280428556
193,SE,2008,46744.0381186,21.3833333333,113.410517261,66.1325396825,300.482245151,0.186039136494,0.110053465567,0.350511461584,0.0626299738077
194,SE,2011,35503.868322,64.3781746032,83.9775974026,105.947222222,275.15005398,0.737425448115,0.107291271064,0.739310970274,0.0755063662212
195,SI,1999,1167.18095238,1.33333333333,1.75,1.33333333333,10.25,0.464574835281,0.06801057965,0.283017828933,0.0855608944086
196,SI,2002,1686.31721422,0.0,6.32142857143,4.0,4.74603174603,0.0,0.170040581238,0.587670604907,0.0274208559596
197,SI,2005,2314.74314574,0.0,4.70476190476,1.5,3.35,0.0,0.0921958690253,0.160546817986,0.0141004067967
198,SI,2008,2099.95586562,0.0,2.23333333333,1.0,5.14761904762,0.0,0.0482414107715,0.117978557736,0.0238828347587
199,SI,2011,2230.55969296,0.956666666667,6.47764550265,3.83333333333,16.9048941799,0.174422267667,0.131728560543,0.425770909853,0.0738394151941
200,SK,1999,991.068931799,0.0,0.333333333333,0.5,0.0,0.0,0.0152563801772,0.124991186983,0.0
201,SK,2002,1105.62526363,0.0,8.86,2.0,7.7225,0.0,0.363498302648,0.448162270684,0.0680517981445
202,SK,2005,1031.94505772,0.0,7.7,5.0,2.89111111111,0.0,0.338462664412,1.20040191327,0.0272959270822
203,SK,2008,1364.11666667,4.66666666667,2.09226190476,2.625,8.03154761905,1.39126673826,0.0695730674542,0.476750374271,0.0573637276844
204,SK,2011,1804.08733982,4.75,2.52777777778,10.5833333333,13.6817460317,1.07075765345,0.0635562042236,1.45337660841,0.0738879483489
205,TR,1999,966.85459263,3.0,1.3025210084,4.0,0.825,1.26187177613,0.0611082985106,1.02497217772,0.00831347176273
206,TR,2002,2097.23954512,0.0,2.12024691358,2.0,3.11577380952,0.0,0.0458579905828,0.236262724411,0.0144746318388
207,TR,2005,5096.51734721,2.28571428571,5.06873802152,3.0,11.2484126984,0.182391070525,0.0451131297563,0.145834742114,0.0215034120605
208,TR,2008,12508.3600625,7.64285714286,25.2595238095,25.0595238095,30.4653739779,0.248490908725,0.0916012508058,0.496347329878,0.0237298930789
209,TR,2011,14208.1606622,13.9095238095,53.4078571429,45.2333333333,47.1388095238,0.398134249531,0.170507667407,0.788740213452,0.032324394093
210,TW,1999,53852.6231324,17.0071428571,176.630361305,8.83333333333,8112.2431058,0.128433889173,0.148776765997,0.0406378765665,1.46765418258
211,TW,2002,102347.012549,20.5724358974,409.614948015,18.85,10677.4366147,0.0817458443319,0.181542054369,0.0456298913022,1.01643935881
212,TW,2005,147438.826414,56.027955231,795.353274183,72.4869047619,12596.8510613,0.154542539394,0.244694848928,0.121803828808,0.832414757765
213,TW,2008,186832.882196,90.1936507937,1301.83388181,288.360353535,14483.4077426,0.196325986928,0.316066797504,0.382380279063,0.755278436694
214,TW,2011,169332.399403,134.71984127,1587.45459326,408.122141461,13915.8446672,0.323553898278,0.425243680875,0.597122374241,0.800680316299
215,US,1999,748950.456902,227.462820052,4125.48220686,69.233960892,20817.7625953,0.123512941765,0.2498608698,0.0229023126123,0.270813682966
216,US,2002,916681.242434,344.384067746,5706.9512444,243.710622711,29483.6063469,0.152784692089,0.282398533305,0.0658672246663,0.31336601968
217,US,2005,984319.576165,391.525751314,6576.29424338,386.875645134,32650.8088947,0.161763057025,0.303055195163,0.0973752348629,0.323182223456
218,US,2008,983351.557082,495.568849286,5920.79369732,852.545325924,33351.0293752,0.204951134265,0.273116374211,0.214793887356,0.330438068603
219,US,2011,810733.515707,626.914095773,5350.56183732,1650.22146374,29437.9991182,0.31447421681,0.299362832736,0.504286514402,0.353769023487
220,ZA,1999,3094.904329,0.791666666667,15.1416666667,0.0,9.29444444444,0.104028004382,0.221923386993,0.0,0.0292594291867
221,ZA,2002,3607.12580808,0.75,20.4642857143,0.8,8.61587301587,0.0845580794085,0.257342739618,0.0549467420917,0.0232716749244
222,ZA,2005,3917.47162005,0.210526315789,12.0786368394,2.27777777778,27.6291589363,0.0218552444275,0.139858441391,0.1440518177,0.0687149836867
223,ZA,2008,3675.33532579,0.0,21.2569444444,8.17063492063,30.2293650794,0.0,0.262349649205,0.55077229603,0.080134899887
224,ZA,2011,2597.4988156,1.16111111111,23.7173469388,5.25,38.9663419913,0.181791494229,0.414178325076,0.500745661538,0.146158447605
0,AR,2000,1441.44017697,0.0833333333333,0.0,11.25,2.39047619048,0.0235113338105,0.0,1.93361118506,0.0161576219138
1,AR,2003,1876.14047619,0.0,0.0,1.0,1.88333333333,0.0,0.0,0.132052885954,0.00978028435906
2,AR,2006,1168.98738484,0.0,3.43088023088,5.08333333333,4.43535714286,0.0,0.13312890263,1.07733808911,0.0369665067958
3,AR,2009,1165.50783059,1.45,0.0,3.625,8.08478835979,0.505950399349,0.0,0.77055929797,0.067583877011
4,AR,2012,1358.51550672,1.0,1.35,9.0,3.86699134199,0.299357771046,0.0450760433273,1.6413120557,0.0277330887623
5,AT,2000,23068.07775,16.0568783069,45.5468434343,10.5,225.050432219,0.283077170478,0.0895619409375,0.112769366989,0.0950513056453
6,AT,2003,26170.5014818,30.4477725367,80.0787744088,22.7,360.651151344,0.473149753662,0.138797611363,0.214895371964,0.134265650478
7,AT,2006,26992.1691614,13.1897086941,74.9932539683,30.8958333333,590.111911881,0.198725021852,0.126026254812,0.283579855384,0.213003253102
8,AT,2009,27939.1474802,18.3000407,139.724100529,81.6226551227,788.154826681,0.266375355291,0.226847914803,0.723787065637,0.274845120672
9,AT,2012,22997.3633394,79.5581471306,208.6375,96.423015873,829.162218962,1.40689520615,0.411519995886,1.03876166613,0.351278120401
10,AU,2000,17379.1228491,5.03113553114,84.157568528,7.50952380952,74.0063392,0.117731668817,0.219655430859,0.107052741973,0.0414887844295
11,AU,2003,21427.599012,4.69743381618,96.9173285779,19.0888888889,155.862673527,0.0891543002844,0.205165599418,0.220709176096,0.0708693179112
12,AU,2006,25831.8504162,8.56567460317,67.3102061645,33.8997113997,199.81986014,0.134853179833,0.118195794094,0.325127521839,0.0753655330958
13,AU,2009,21845.1089823,10.7986772487,62.5104166667,35.9900793651,231.268509881,0.201034911,0.12980003131,0.40817071173,0.103145890204
14,AU,2012,16235.9830793,4.34722222222,64.6875956451,27.0857142857,170.008776883,0.108890097733,0.18072533499,0.413309086268,0.102019313033
15,BE,2000,20911.4173261,17.0833333333,16.7384462759,15.9166666667,231.043969746,0.332234158556,0.0363084987637,0.188574038488,0.107646722284
16,BE,2003,20847.4054446,13.3611111111,27.6466033966,33.4880952381,376.707809743,0.26064278015,0.0601542600374,0.397971235573,0.176052522932
17,BE,2006,22294.0685556,0.22619047619,36.0952964165,15.1944444444,477.812175265,0.00412610351362,0.0734408846331,0.168852985311,0.208812994579
18,BE,2009,19595.8190864,6.53888888889,34.0050563458,32.976031746,548.530658809,0.135704944881,0.0787148544426,0.416915672562,0.272726366906
19,BE,2012,14075.4510463,3.72222222222,78.8899659118,34.5126984127,485.267926643,0.107546210814,0.254235426274,0.607477008746,0.335899153401
20,BG,2000,1495.61269009,3.0,9.08031746032,1.0,3.79523809524,0.815750314337,0.275396559316,0.165651017792,0.0247234758178
21,BG,2003,1589.62481013,1.5,4.19262371615,11.0666666667,19.865952381,0.383752981927,0.119637649907,1.72478690643,0.12175993278
22,BG,2006,1220.83599086,1.33333333333,4.13939393939,13.269047619,12.4083002646,0.44415703891,0.153799900547,2.69274779347,0.0990249455401
23,BG,2009,1015.37294737,1.5,4.7119047619,8.84285714286,19.5788766789,0.600787388132,0.210497787154,2.15764638881,0.187867572862
24,BG,2012,943.551039752,2.91666666667,5.72172619048,11.4841269841,15.8384920635,1.25711942537,0.275066874504,3.01540630454,0.163545302992
25,BR,2000,18999.5113054,7.19444444444,20.6666666667,10.0,12.9180555556,0.153996187614,0.0493406224014,0.130397966745,0.00662436661056
26,BR,2003,20798.8894883,8.5,19.9,40.5714285714,20.6156746032,0.166201108051,0.0433999818838,0.483273968689,0.00965710704285
27,BR,2006,24011.0467954,7.75,40.4095238095,43.75,30.2293290043,0.131264033406,0.0763394906144,0.451419393835,0.0122661156515
28,BR,2009,25156.854675,17.0333333333,58.7833333333,82.4285714286,43.671368185,0.275358470696,0.105992341782,0.811773149299,0.016913368034
29,BR,2012,15368.66581,13.4904761905,23.5119047619,46.4404761905,25.4036796537,0.356981943231,0.0693950137377,0.748641240174,0.016104605935
30,CA,2000,47093.6493225,17.8507936508,509.243743738,24.7166666667,220.150025457,0.154152410662,0.490501088919,0.13002917442,0.0455455589685
31,CA,2003,57453.7755113,52.3891813742,837.291188908,82.7201195863,440.532758835,0.370832830164,0.661050391924,0.356702234988,0.0747049325063
32,CA,2006,61443.4473087,33.7884670885,760.464204082,106.197125097,507.912821097,0.223639262676,0.561409582721,0.428203720143,0.0805384456567
33,CA,2009,58872.5355669,42.07751924,503.598734149,140.862948163,606.577732539,0.290664854795,0.388014993955,0.592785105568,0.100383738238
34,CA,2012,51813.8913246,45.0656357531,367.008886287,115.804592683,599.231655461,0.353715774925,0.32129723574,0.553723331962,0.112677753512
35,CN,2000,188985.412132,176.40952381,715.644805195,105.083333333,853.248585717,0.379619822778,0.171769424357,0.137758627903,0.0439882755594
36,CN,2003,345404.47264,355.233766234,1894.104152,230.355555556,4861.86751761,0.418255268189,0.248743945287,0.165228128536,0.137140208522
37,CN,2006,579570.505368,619.876521164,3948.52405334,758.58015873,8512.10772362,0.434964734949,0.309033194499,0.324271255722,0.143093688052
38,CN,2009,578987.178988,632.887059885,3763.35621801,1318.37341089,6822.46061806,0.444541597405,0.294837690347,0.564134602129,0.114805245739
39,CN,2012,94250.629944,74.7986399711,925.969232837,258.466269841,3686.96790252,0.322748755477,0.445644872749,0.679411453059,0.381131406165
40,CY,2000,250.702723665,0.0,0.766666666667,0.0,1.0,0.0,0.138715230628,0.0,0.0388624869979
41,CY,2003,403.240873016,0.0,0.0,0.0,2.69259259259,0.0,0.0,0.0,0.0650572561177
42,CY,2006,465.475,0.75,0.75,5.5,7.47638888889,0.655269628909,0.073087233282,2.92738321897,0.156489486238
43,CY,2009,437.901984127,0.0,0.5,8.04166666667,7.53452380952,0.0,0.0517928381923,4.54969626481,0.167636482152
44,CY,2012,304.198484848,1.0,0.241666666667,4.0,3.74166666667,1.33689743466,0.0360359789409,3.25773830806,0.119838865878
45,CZ,2000,6507.17128705,1.5,1.45,7.33333333333,16.2442057942,0.093746304519,0.0101077009136,0.279204515293,0.0243218096965
46,CZ,2003,6056.99091187,3.0,8.81897748085,10.5,9.4931022681,0.201427827748,0.0660446937654,0.429482652918,0.015270064779
47,CZ,2006,6677.07971794,8.64444444444,7.77426739927,16.25,17.0902561328,0.526508834458,0.0528140572837,0.60294827088,0.0249374276027
48,CZ,2009,7808.87478348,8.10674603175,28.552526455,17.9380952381,43.2469636845,0.422195155109,0.16585657885,0.569116420881,0.0539581193797
49,CZ,2012,8420.70787429,11.55,21.9957792208,10.7261904762,43.8907936508,0.557812856125,0.118486090424,0.315580495413,0.0507825464709
50,DE,2000,452241.770091,412.372450926,2104.45640562,543.486544012,6892.46155382,0.370829357084,0.21107941435,0.29773601667,0.148488671581
51,DE,2003,471536.068903,430.703250213,2993.16543914,1135.06635281,9131.03981599,0.371465399375,0.28793364998,0.596375208518,0.188666572603
52,DE,2006,483387.718279,459.707294744,2464.01853648,1056.0103126,9837.99917636,0.38675943755,0.231219777002,0.541234905628,0.198289999646
53,DE,2009,435650.724501,639.014077924,3478.43529827,1655.01861259,9971.61932382,0.596522902008,0.36217803498,0.941190839775,0.22300617661
54,DE,2012,332561.733124,1278.13430745,4107.37723305,1985.81015633,8505.12404097,1.56300135305,0.560233321134,1.47937645629,0.24917130056
55,DK,2000,18455.610111,2.41666666667,56.0171911422,131.527056277,33.0170764421,0.0532529267781,0.1376795826,1.76563099244,0.0174300988614
56,DK,2003,20287.7752851,1.16666666667,67.8189393939,227.870238095,53.103711335,0.023386622224,0.151632811325,2.78270027117,0.0255023434605
57,DK,2006,20517.7243379,0.5,138.991432179,274.946305916,54.1094949495,0.00991050877095,0.307280823819,3.31995309879,0.0256941308591
58,DK,2009,18647.5226626,3.3253968254,194.460108225,777.211203426,95.0996234321,0.0725232855273,0.473027074121,10.3259771269,0.0496875171146
59,DK,2012,13402.1758919,5.70833333333,83.9845471195,1077.052114,53.9351190476,0.173216455952,0.284250142099,19.9101556025,0.039209018436
60,EE,2000,242.996825397,0.333333333333,0.0,0.0,2.87777777778,0.557870352637,0.0,0.0,0.115384187638
61,EE,2003,386.770898546,1.83333333333,1.81983471074,1.0,3.85,1.92771480096,0.213429660766,0.640559476598,0.0969832161502
62,EE,2006,434.151831502,0.5,0.0,1.0,8.04686868687,0.468363996778,0.0,0.5706523533,0.180582191343
63,EE,2009,837.297379297,1.0,9.33333333333,7.83333333333,8.98188405797,0.485708165435,0.505630966747,2.31782224008,0.104514694341
64,EE,2012,684.0,0.0,2.18813131313,4.66666666667,0.75,0.0,0.145108849428,1.69030053641,0.0106830387487
65,ES,2000,24770.8475676,15.0595238095,44.4296536797,68.5083333333,39.255954402,0.247243856548,0.0813595767066,0.685197524714,0.0154402495648
66,ES,2003,27997.6429497,15.3333333333,42.9865079365,90.4952380952,48.6490411805,0.222725653949,0.0696445785365,0.800787907464,0.0169294346946
67,ES,2006,31556.3426535,6.99880952381,55.0804040404,196.063578219,110.636373845,0.0901971151715,0.079174817931,1.53930085727,0.0341586667942
68,ES,2009,31373.7918248,28.3847222222,44.4914862915,342.23969216,191.032534766,0.367936416701,0.0643259965,2.7025679125,0.0593239376387
69,ES,2012,27184.6289493,46.9507936508,49.6858140933,396.559112554,189.11121851,0.7023840888,0.0829059346372,3.61408010621,0.0677771847014
70,FI,2000,30777.2253854,2.5,25.3865079365,24.1333333333,92.5687624875,0.0330343434901,0.0374153764749,0.194267922826,0.0293038467808
71,FI,2003,31997.2060511,2.33333333333,34.8544261294,10.2228327228,152.145337559,0.029656497858,0.0494108696531,0.0791539234357,0.0463272191636
72,FI,2006,29379.7810101,4.66468253968,40.5113837551,25.9711843712,247.987201302,0.0645696860609,0.0625468067988,0.219006220818,0.0822375862621
73,FI,2009,24422.5495186,5.37142857143,81.2836670274,37.869047619,199.190985965,0.0894445621808,0.150969392852,0.384155127461,0.0794636161176
74,FI,2012,16622.7420517,17.1125,90.1354074761,27.2102513228,210.86492304,0.418664302275,0.245962772591,0.4055488157,0.123592272596
75,FR,2000,154015.538153,124.846121934,463.507769083,57.0317460317,1777.51363961,0.329659545361,0.136511456222,0.0917414035522,0.112444455619
76,FR,2003,155955.238166,142.59210941,553.040739296,82.4238095238,2124.56061239,0.371835340288,0.160854708268,0.130938079576,0.132726854289
77,FR,2006,161559.778934,145.638316498,996.487441152,88.1333333333,2588.50120911,0.366604284589,0.27977905475,0.135151290176,0.156100668849
78,FR,2009,150145.589693,242.366728206,925.932413444,175.03277417,2895.3215062,0.656471016825,0.279732757602,0.288815200236,0.187877104458
79,FR,2012,114171.353501,283.550710678,1042.58092653,188.884880952,3087.08085028,1.01001710086,0.414218264784,0.409876762494,0.263439258966
80,GB,2000,108443.697756,35.2313492063,418.13234783,26.2107142857,812.633045777,0.132123507271,0.174898493354,0.0598808268416,0.0730095720866
81,GB,2003,114029.67933,11.91749038,531.987366377,72.3452380952,1288.51041311,0.0425032406045,0.21162162015,0.15718290005,0.110092991211
82,GB,2006,108789.355192,25.4082932167,496.49667139,157.826608947,1421.71648561,0.0949826378259,0.207017260787,0.359423999741,0.127325748719
83,GB,2009,97179.7211982,39.4622060946,572.942111195,278.976919007,1410.40259582,0.165143257959,0.267430979164,0.711223134693,0.14140250128
84,GB,2012,73509.9691507,76.2563538749,411.21507918,335.977380952,1226.06732838,0.421876109255,0.25374612014,1.13234052353,0.162501629848
85,GR,2000,856.539529005,0.0,6.67380952381,0.0,4.5605952381,0.0,0.353429678982,0.0,0.0518756750436
86,GR,2003,1037.15039168,0.0,2.8375,4.0,10.58502886,0.0,0.124099706303,0.955501791534,0.0994351544667
87,GR,2006,1256.60015394,0.0714285714286,0.63084814151,1.85,16.1003647587,0.023116921182,0.022772165873,0.36474375925,0.124832666844
88,GR,2009,1996.34768551,0.253968253968,15.1191391941,19.1333333333,17.6911706349,0.0517366601048,0.343532242167,2.37447557793,0.0863396000854
89,GR,2012,2136.45032077,3.4,9.36470238095,32.5,29.7142063492,0.647204092802,0.198828117333,3.76880625897,0.135506765325
90,HR,2000,1067.52857143,0.0,0.0,5.0,2.475,0.0,0.0,1.16038938426,0.0225883931436
91,HR,2003,1389.85793618,1.0,0.133333333333,9.0,3.82037037037,0.292607009275,0.00435155968441,1.60429913086,0.0267808710792
92,HR,2006,1357.68118064,0.0,2.33333333333,8.0,7.06904761905,0.0,0.0779570876774,1.45984060393,0.0507285853004
93,HR,2009,989.678734174,0.5,0.0,8.66666666667,3.48333333333,0.205461711957,0.0,2.16955720084,0.0342918124082
94,HR,2012,711.628471528,0.797619047619,2.25,10.3333333333,2.91137566138,0.455824157274,0.143418713302,3.59749644733,0.0398597502841
95,HU,2000,4322.58823865,0.5,11.8333333333,0.5,5.90833333333,0.0470415121183,0.124176624456,0.0286575716512,0.0133171338131
96,HU,2003,4955.06504052,3.80833333333,10.125,10.6666666667,10.331547619,0.312565277496,0.0926877397281,0.533325825455,0.0203144778631
97,HU,2006,4680.80441656,5.16666666667,8.83333333333,11.1666666667,8.72420634921,0.448895327694,0.0856013755505,0.591039229346,0.018159131611
98,HU,2009,4126.47630194,4.0,11.3546626984,31.8333333333,17.9692626818,0.394217384775,0.124816356633,1.91124345671,0.0424268261117
99,HU,2012,3298.0716304,3.20833333333,4.54722222222,27.1666666667,15.7912698413,0.395616627292,0.0625406965677,2.04074866125,0.0466494591558
100,ID,2000,369.13590766,0.0,2.33333333333,0.0,4.35357142857,0.0,0.286726023237,0.0,0.114907671204
101,ID,2003,179.031782107,0.0,0.95,0.0,9.85021645022,0.0,0.240696674345,0.0,0.536049976251
102,ID,2006,190.746933622,0.0,0.144412878788,0.0,20.7458919553,0.0,0.0343419522119,0.0,1.05965426046
103,ID,2009,259.131204906,0.0,0.176388888889,1.0,26.2676978114,0.0,0.0308765045647,0.956078463903,0.987624691118
104,ID,2012,241.51740711,0.0,0.559797979798,0.0357142857143,36.5221560847,0.0,0.105137950896,0.0366358929364,1.47332179214
105,IE,2000,5036.6830217,2.07407407407,2.85324074074,1.5,24.1636408527,0.167469135916,0.0256962894662,0.073783608161,0.046742011103
106,IE,2003,5781.57169815,0.0,1.77946127946,3.86904761905,85.976340922,0.0,0.0139610873952,0.165794992412,0.144884752814
107,IE,2006,6570.68165714,0.0833333333333,15.9671201814,1.0,106.401736333,0.0051577877208,0.110228218076,0.037705336716,0.157771273289
108,IE,2009,7060.67127929,1.5,13.9099206349,22.3888888889,104.226605617,0.0863973462158,0.0893624935145,0.785596967563,0.143820979908
109,IE,2012,5137.33233997,1.75,16.3083333333,21.0666666667,83.9476002239,0.138533728683,0.143995373002,1.01594784153,0.159206306096
110,IL,2000,14338.4208655,0.333333333333,104.300030014,1.5,183.10002679,0.00945436920464,0.329958810126,0.0259181014416,0.124416140792
111,IL,2003,19535.6040285,1.0,92.7994213792,8.53571428571,221.752072711,0.0208174865455,0.215474084233,0.108249593902,0.110593724949
112,IL,2006,23561.4171662,2.50555555556,83.3253240458,9.08333333333,275.468627627,0.0432471770809,0.160417676508,0.0955118139474,0.113909613586
113,IL,2009,23890.3178633,9.88019480519,79.7643149971,19.6797619048,382.863825918,0.168189436663,0.151447926239,0.204085035703,0.156139235541
114,IL,2012,19242.2181056,9.85833333333,81.3301587302,35.1416666667,297.214114148,0.208354796221,0.191722510028,0.452460292638,0.150488716591
115,IN,2000,3485.53812455,0.266666666667,3.17418470418,2.2,66.9462450295,0.0311138699001,0.0413084573151,0.156374557404,0.187131124493
